Row ID,Order ID,Order Date,Month Year,Order Priority,Order Quantity,Sales,Customer Name,Province,Region,Product Category,Product Sub-Category,Product Name
3385,24132,07-06-2009,07-01-2009,Low,31,1252.89,Justin Knight,British Columbia,West,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers
3386,24132,07-06-2009,07-01-2009,Low,12,47.79,Justin Knight,British Columbia,West,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels
3387,24132,07-06-2009,07-01-2009,Low,3,63.84,Justin Knight,British Columbia,West,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black"
3441,24576,12-11-2012,12-01-2012,Not Specified,29,531.063,Luke Weiss,British Columbia,West,Technology,Telephones and Communication,1726 Digital Answering Machine
3442,24576,12-11-2012,12-01-2012,Not Specified,10,152.84,Luke Weiss,British Columbia,West,Furniture,Office Furnishings,DAX Clear Channel Poster Frame
3541,25248,12-01-2011,12-01-2011,Medium,33,271.14,Christina Vanderzanden,British Columbia,West,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples"
3542,25248,12-01-2011,12-01-2011,Medium,26,1150.3,Christina Vanderzanden,British Columbia,West,Office Supplies,Paper,Xerox 1891
3573,25475,04-04-2009,04-01-2009,Critical,49,305.96,Lena Cacioppo,British Columbia,West,Office Supplies,Paper,Xerox 220
3784,26978,6/25/2010,06-01-2010,Medium,2,48.84,Seth Vernon,British Columbia,West,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations
3798,27105,2/16/2011,02-01-2011,Not Specified,37,223.74,Sanjit Chand,British Columbia,West,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes
3799,27105,2/16/2011,02-01-2011,Not Specified,2,26.82,Sanjit Chand,British Columbia,West,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
3940,28068,8/26/2010,08-01-2010,Low,23,631.99,Julie Creighton,British Columbia,West,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard
4032,28802,11-04-2010,11-01-2010,High,23,413.8,Sanjit Chand,British Columbia,West,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock"
4033,28802,11-04-2010,11-01-2010,High,36,336.25,Sanjit Chand,British Columbia,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
4034,28802,11-04-2010,11-01-2010,High,22,4001.4685,Sanjit Chand,British Columbia,West,Technology,Telephones and Communication,6185
4044,28839,4/28/2009,04-01-2009,Low,30,102.95,Anthony Johnson,British Columbia,West,Office Supplies,Pens & Art Supplies,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear"
4111,29252,08-06-2009,08-01-2009,Low,9,65.81,Anthony Johnson,British Columbia,West,Office Supplies,Paper,Xerox 1995
4488,31941,3/18/2009,03-01-2009,Medium,32,2564.45,Kimberly Carter,British Columbia,West,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
4489,31941,3/18/2009,03-01-2009,Medium,7,53.55,Kimberly Carter,British Columbia,West,Office Supplies,Paper,Xerox 1993
4555,32418,01-05-2009,01-01-2009,Not Specified,5,1244.19,Marina Lichtenstein,British Columbia,West,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
4813,34241,10-08-2012,10-01-2012,Low,4,207.55,Sanjit Chand,British Columbia,West,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White"
4893,34816,11-05-2010,11-01-2010,Not Specified,29,1158.45,Sally Knutson,British Columbia,West,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector
4894,34816,11-05-2010,11-01-2010,Not Specified,43,2568.71,Sally Knutson,British Columbia,West,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
4917,35011,12-10-2012,12-01-2012,Not Specified,14,154.45,Luke Weiss,British Columbia,West,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors
5058,36068,02-05-2009,02-01-2009,Critical,23,6133.18,Anthony Johnson,British Columbia,West,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
5196,36930,9/28/2011,09-01-2011,Medium,34,2632.4755,Michelle Arnett,British Columbia,West,Technology,Telephones and Communication,Accessory20
5245,37315,06-05-2012,06-01-2012,Low,43,170.81,Luke Weiss,British Columbia,West,Office Supplies,Paper,Xerox 1971
5246,37315,06-05-2012,06-01-2012,Low,31,4726.595,Luke Weiss,British Columbia,West,Technology,Telephones and Communication,5165
5340,37925,9/26/2010,09-01-2010,Medium,46,3780.16,Luke Weiss,British Columbia,West,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer
5341,37925,9/26/2010,09-01-2010,Medium,31,1784.048,Luke Weiss,British Columbia,West,Technology,Telephones and Communication,StarTAC 7760
5351,38021,1/21/2009,01-01-2009,Medium,46,1482.01,Rob Haberlin,British Columbia,West,Office Supplies,Binders and Binder Accessories,"Premier Elliptical Ring Binder, Black"
5389,38336,10-05-2012,10-01-2012,Critical,14,91.75,Julie Creighton,British Columbia,West,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders
5390,38336,10-05-2012,10-01-2012,Critical,31,346.57,Julie Creighton,British Columbia,West,Technology,Computer Peripherals,Micro Innovations 104 Keyboard
5430,38565,3/25/2009,03-01-2009,Critical,20,234.09,Justin Knight,British Columbia,West,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
5615,39783,9/20/2012,09-01-2012,Not Specified,19,82.43,Sally Knutson,British Columbia,West,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac
5616,39783,9/20/2012,09-01-2012,Not Specified,31,295.97,Sally Knutson,British Columbia,West,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs
5617,39783,9/20/2012,09-01-2012,Not Specified,29,94.5,Sally Knutson,British Columbia,West,Office Supplies,Labels,Avery 520
5997,42500,02-05-2010,02-01-2010,Not Specified,39,1836.06,Michelle Arnett,British Columbia,West,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
5998,42500,02-05-2010,02-01-2010,Not Specified,2,21.03,Michelle Arnett,British Columbia,West,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl"
6233,44162,3/19/2010,03-01-2010,High,46,507.64,Julie Creighton,British Columbia,West,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors
6246,44256,11/19/2011,11-01-2011,Low,39,301.36,Sally Knutson,British Columbia,West,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
6247,44256,11/19/2011,11-01-2011,Low,17,114.28,Sally Knutson,British Columbia,West,Office Supplies,Paper,Xerox 226
6248,44256,11/19/2011,11-01-2011,Low,49,1889.04,Sally Knutson,British Columbia,West,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener
6261,44320,4/29/2009,04-01-2009,Medium,49,7002.08,Sally Knutson,British Columbia,West,Furniture,Tables,Laminate Occasional Tables
6386,45377,04-03-2011,04-01-2011,Low,47,91.43,Kimberly Carter,British Columbia,West,Office Supplies,Binders and Binder Accessories,Round Ring Binders
6658,47367,4/16/2011,04-01-2011,Medium,7,27.99,Rob Haberlin,British Columbia,West,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders
6659,47367,4/16/2011,04-01-2011,Medium,6,21.07,Rob Haberlin,British Columbia,West,Office Supplies,Labels,Avery 52
6705,47750,6/15/2010,06-01-2010,Low,37,102.46,Sally Knutson,British Columbia,West,Office Supplies,Labels,Avery 492
6706,47750,6/15/2010,06-01-2010,Low,43,1097.6,Sally Knutson,British Columbia,West,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock"
6791,48388,08-09-2009,08-01-2009,High,3,21.64,Marina Lichtenstein,British Columbia,West,Office Supplies,Binders and Binder Accessories,Binder Posts
6882,49059,9/20/2009,09-01-2009,Medium,48,128,Christina DeMoss,British Columbia,West,Office Supplies,Labels,Avery 498
6883,49059,9/20/2009,09-01-2009,Medium,5,252.66,Christina DeMoss,British Columbia,West,Office Supplies,Paper,Xerox 1891
6938,49510,3/20/2012,03-01-2012,Critical,16,44.1,Luke Weiss,British Columbia,West,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils
6949,49634,3/23/2012,03-01-2012,Not Specified,45,132.31,Sally Knutson,British Columbia,West,Office Supplies,Binders and Binder Accessories,Avery Durable Binders
7035,50210,7/19/2010,07-01-2010,Low,47,178.51,Michelle Arnett,British Columbia,West,Office Supplies,Labels,Avery 510
7036,50210,7/19/2010,07-01-2010,Low,15,31.32,Michelle Arnett,British Columbia,West,Office Supplies,Rubber Bands,"Super Bands, 12/Pack"
7079,50503,11/21/2012,11-01-2012,Medium,28,1538.8655,Sanjit Chand,British Columbia,West,Technology,Telephones and Communication,iDEN i95
7120,50816,3/27/2009,03-01-2009,High,25,286.07,Anthony Johnson,British Columbia,West,Office Supplies,Appliances,Staples 6 Outlet Surge
7121,50816,3/27/2009,03-01-2009,High,26,733.92,Anthony Johnson,British Columbia,West,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder'
7122,50816,3/27/2009,03-01-2009,High,6,99.11,Anthony Johnson,British Columbia,West,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack"
7159,51073,5/14/2010,05-01-2010,Not Specified,17,2475.08,Luke Weiss,British Columbia,West,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
7160,51073,5/14/2010,05-01-2010,Not Specified,49,1610.42,Luke Weiss,British Columbia,West,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
7235,51584,10/17/2010,10-01-2010,Critical,48,5620.2,Rob Haberlin,British Columbia,West,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame
7273,51879,8/24/2010,08-01-2010,Not Specified,26,1382.31,Monica Federle,British Columbia,West,Furniture,Office Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
7274,51879,8/24/2010,08-01-2010,Not Specified,46,991.36,Monica Federle,British Columbia,West,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
7335,52288,08-10-2011,08-01-2011,High,19,1410.44,Kimberly Carter,British Columbia,West,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock
7456,53190,9/24/2009,09-01-2009,Medium,10,268.18,Michelle Arnett,British Columbia,West,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder'
7457,53190,9/24/2009,09-01-2009,Medium,9,477.054,Michelle Arnett,British Columbia,West,Technology,Telephones and Communication,StarTAC 7760
7502,53536,10/30/2012,10-01-2012,High,35,738.69,Sanjit Chand,British Columbia,West,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case"
7503,53536,10/30/2012,10-01-2012,High,5,1015.4,Sanjit Chand,British Columbia,West,Furniture,Tables,Bevis Round Conference Room Tables and Bases
7506,53572,05-07-2010,05-01-2010,Medium,17,184.09,Marina Lichtenstein,British Columbia,West,Office Supplies,Envelopes,#10 Self-Seal White Envelopes
7533,53825,04-09-2011,04-01-2011,Low,36,1646.05,Joy Smith,British Columbia,West,Office Supplies,Paper,Xerox 1885
7534,53863,06-03-2010,06-01-2010,High,46,7807.45,Christina DeMoss,British Columbia,West,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files
7565,54119,5/22/2010,05-01-2010,Medium,45,261,Monica Federle,British Columbia,West,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head"
7566,54119,5/22/2010,05-01-2010,Medium,4,127.56,Monica Federle,British Columbia,West,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers
7861,56224,10/25/2012,10-01-2012,Medium,35,144.06,Michelle Arnett,British Columbia,West,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
7862,56224,10/25/2012,10-01-2012,Medium,32,3205.24,Michelle Arnett,British Columbia,West,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs
7863,56224,10/25/2012,10-01-2012,Medium,46,339.27,Michelle Arnett,British Columbia,West,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box"
7864,56224,10/25/2012,10-01-2012,Medium,9,902.024,Michelle Arnett,British Columbia,West,Furniture,Tables,Bevis 36 x 72 Conference Tables
7873,56293,01-05-2010,01-01-2010,Not Specified,34,702.79,Michelle Arnett,British Columbia,West,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp
7874,56293,01-05-2010,01-01-2010,Not Specified,44,712.64,Michelle Arnett,British Columbia,West,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
8116,57959,12/30/2011,12-01-2011,Medium,40,239.86,Sally Knutson,British Columbia,West,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head"
8117,57959,12/30/2011,12-01-2011,Medium,48,1269.79,Sally Knutson,British Columbia,West,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black"
8184,58500,2/14/2011,02-01-2011,Low,17,1529.014,Christina DeMoss,British Columbia,West,Technology,Telephones and Communication,LX 677
8335,59584,5/28/2010,05-01-2010,Medium,3,336.84,Joy Smith,British Columbia,West,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled"
8336,59584,5/28/2010,05-01-2010,Medium,7,1120.27,Joy Smith,British Columbia,West,Technology,Office Machines,Canon MP41DH Printing Calculator
45,261,6/28/2010,06-01-2010,Medium,47,5677.609,Sonia Sunley,British Columbia,West,Technology,Telephones and Communication,7160
143,928,03-01-2011,03-01-2011,Low,21,1222.68,Anthony O'Donnell,British Columbia,West,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
144,928,03-01-2011,03-01-2011,Low,26,390.2,Anthony O'Donnell,British Columbia,West,Furniture,Office Furnishings,DAX Clear Channel Poster Frame
191,1282,2/27/2012,02-01-2012,Not Specified,26,892.38,Emily Grady,British Columbia,West,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack"
192,1282,2/27/2012,02-01-2012,Not Specified,10,29.41,Emily Grady,British Columbia,West,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set
267,1856,3/19/2012,03-01-2012,Not Specified,24,1449.3,Alex Avila,British Columbia,West,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum
268,1856,3/19/2012,03-01-2012,Not Specified,43,4374.6865,Alex Avila,British Columbia,West,Technology,Telephones and Communication,M3682
269,1856,3/19/2012,03-01-2012,Not Specified,44,4283.235,Alex Avila,British Columbia,West,Technology,Telephones and Communication,StarTAC 6500
280,1925,03-04-2012,03-01-2012,Critical,7,1874.37,Brian Moss,British Columbia,West,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair
424,2848,03-09-2012,03-01-2012,Critical,35,1476.39,Emily Grady,British Columbia,West,Furniture,Office Furnishings,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets
425,2848,03-09-2012,03-01-2012,Critical,8,863.583,Emily Grady,British Columbia,West,Technology,Telephones and Communication,SC7868i
767,5504,01-05-2010,01-01-2010,High,6,49.55,Anna Andreadi,British Columbia,West,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
768,5504,01-05-2010,01-01-2010,High,15,606.56,Anna Andreadi,British Columbia,West,Technology,Telephones and Communication,KF 788
1153,8390,4/21/2012,04-01-2012,Medium,24,715.4,Emily Grady,British Columbia,West,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard
1168,8545,6/17/2009,06-01-2009,Low,25,113.75,Barbara Fisher,British Columbia,West,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco
1169,8545,6/17/2009,06-01-2009,Low,24,3081.95,Barbara Fisher,British Columbia,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
1305,9573,6/13/2012,06-01-2012,Medium,41,133.23,Emily Grady,British Columbia,West,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers
1356,9892,7/16/2012,07-01-2012,Medium,50,1406.64,Kelly Williams,British Columbia,West,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White"
1381,10048,5/15/2009,05-01-2009,Not Specified,46,3197.45,Sonia Sunley,British Columbia,West,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard
1382,10048,5/15/2009,05-01-2009,Not Specified,21,78.57,Sonia Sunley,British Columbia,West,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack"
1395,10144,01-02-2011,01-01-2011,Critical,16,5403.75,Sonia Sunley,British Columbia,West,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms
1396,10144,01-02-2011,01-01-2011,Critical,1,192.49,Sonia Sunley,British Columbia,West,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
1397,10144,01-02-2011,01-01-2011,Critical,24,6408.3,Sonia Sunley,British Columbia,West,Furniture,Tables,Global Adaptabilities™ Conference Tables
1440,10432,01-05-2012,01-01-2012,Low,13,2323.36,Sonia Sunley,British Columbia,West,Technology,Computer Peripherals,Motorola SB4200 Cable Modem
1481,10661,1/23/2009,01-01-2009,Not Specified,18,136.41,Jocasta Rupert,British Columbia,West,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
1791,12806,12/24/2011,12-01-2011,Not Specified,20,761.23,Sonia Sunley,British Columbia,West,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
1837,13158,11/20/2012,11-01-2012,Critical,26,187.16,Kelly Williams,British Columbia,West,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders
1876,13507,12/29/2012,12-01-2012,Medium,27,176.1,Anna Andreadi,British Columbia,West,Office Supplies,Paper,Strathmore Photo Mount Cards
2014,14375,1/31/2010,01-01-2010,Medium,7,44.05,Rick Duston,British Columbia,West,Office Supplies,Paper,Xerox 1978
2049,14627,02-04-2009,02-01-2009,Medium,47,671.03,Sonia Sunley,British Columbia,West,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front"
2077,14852,12/24/2011,12-01-2011,Medium,9,3800.4,Angele Hood,British Columbia,West,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine
2256,16230,2/27/2010,02-01-2010,Low,2,13.3,Sonia Sunley,British Columbia,West,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
2257,16230,2/27/2010,02-01-2010,Low,27,3379.01,Sonia Sunley,British Columbia,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
2258,16230,2/27/2010,02-01-2010,Low,15,687.52,Sonia Sunley,British Columbia,West,Office Supplies,Paper,Xerox 1891
2259,16230,2/27/2010,02-01-2010,Low,40,4538.66,Sonia Sunley,British Columbia,West,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers
2635,19074,6/25/2012,06-01-2012,Critical,17,3816.59,Sonia Sunley,British Columbia,West,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
2801,20194,3/13/2012,03-01-2012,High,10,194.29,Dennis Bolton,British Columbia,West,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
2912,21024,12/28/2010,12-01-2010,Medium,34,195.49,Stewart Carmichael,British Columbia,West,Office Supplies,Pens & Art Supplies,Newell 312
2978,21509,07-03-2012,07-01-2012,High,13,47.93,Dennis Bolton,British Columbia,West,Office Supplies,Labels,Avery 487
3042,21856,04-05-2012,04-01-2012,Not Specified,47,168.55,Sonia Sunley,British Columbia,West,Office Supplies,Labels,Avery 487
3043,21856,04-05-2012,04-01-2012,Not Specified,26,77.03,Sonia Sunley,British Columbia,West,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers
3085,22119,7/24/2009,07-01-2009,Low,20,939.39,Stewart Carmichael,British Columbia,West,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless"
3141,22534,7/18/2011,07-01-2011,Medium,3,279.33,Kelly Williams,British Columbia,West,Office Supplies,Envelopes,Airmail Envelopes
3154,22629,4/15/2010,04-01-2010,Low,5,365.93,Sonia Sunley,British Columbia,West,Technology,Computer Peripherals,Keytronic French Keyboard
3208,23011,6/15/2010,06-01-2010,Low,1,12.2,Kelly Williams,British Columbia,West,Technology,Computer Peripherals,TDK 4.7GB DVD-R
3368,24070,3/15/2011,03-01-2011,High,36,170.42,Sonia Sunley,British Columbia,West,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
3369,24070,3/15/2011,03-01-2011,High,3,431.29,Sonia Sunley,British Columbia,West,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools
3370,24070,3/15/2011,03-01-2011,High,48,294.26,Sonia Sunley,British Columbia,West,Office Supplies,Pens & Art Supplies,Newell 314
3474,24737,12-06-2009,12-01-2009,High,3,549.92,Sonia Sunley,British Columbia,West,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair
3475,24737,12-06-2009,12-01-2009,High,26,182.09,Sonia Sunley,British Columbia,West,Office Supplies,Paper,Xerox 1995
3691,26373,7/22/2010,07-01-2010,Medium,7,285.08,Anna Andreadi,British Columbia,West,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector
3781,26978,6/25/2010,06-01-2010,Medium,46,27875.54,Seth Vernon,British Columbia,West,Technology,Copiers and Fax,Canon Image Class D660 Copier
3782,26978,6/25/2010,06-01-2010,Medium,49,2030.44,Seth Vernon,British Columbia,West,Office Supplies,Paper,Xerox 1919
3783,26978,6/25/2010,06-01-2010,Medium,47,695.99,Seth Vernon,British Columbia,West,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black
3815,27174,10-08-2011,10-01-2011,Critical,17,477.5045,Alex Avila,British Columbia,West,Technology,Telephones and Communication,Accessory27
3910,27876,09-07-2010,09-01-2010,Low,44,777.63,Sarah Foster,British Columbia,West,Office Supplies,Pens & Art Supplies,Berol Giant Pencil Sharpener
4005,28582,1/22/2012,01-01-2012,Not Specified,40,1500.17,Alex Avila,British Columbia,West,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc
4006,28582,1/22/2012,01-01-2012,Not Specified,45,377.31,Alex Avila,British Columbia,West,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
4048,28868,04-05-2012,04-01-2012,High,30,204.49,Anna Andreadi,British Columbia,West,Office Supplies,Paper,Xerox 227
4200,29857,12-12-2009,12-01-2009,Medium,41,5572.92,Angele Hood,British Columbia,West,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
4209,29921,3/23/2012,03-01-2012,Medium,33,3977.97,Sonia Sunley,British Columbia,West,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine
4307,30659,9/13/2011,09-01-2011,Critical,45,3116.7715,Kelly Williams,British Columbia,West,Technology,Telephones and Communication,Accessory4
4308,30660,09-05-2012,09-01-2012,Critical,16,986.272,Anna Andreadi,British Columbia,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
4332,30883,8/21/2010,08-01-2010,Medium,30,201.37,Alex Avila,British Columbia,West,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"
4619,32871,10/26/2012,10-01-2012,High,42,939.77,Jim Karlsson,British Columbia,West,Technology,Computer Peripherals,Microsoft Internet Keyboard
4718,33600,10-06-2010,10-01-2010,Low,42,187.28,Sonia Sunley,British Columbia,West,Office Supplies,Paper,Xerox 1962
4722,33632,3/13/2010,03-01-2010,Critical,8,763.6485,Alex Avila,British Columbia,West,Technology,Telephones and Communication,636
4727,33665,5/25/2011,05-01-2011,Low,45,12457.63,Lisa DeCherney,British Columbia,West,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs
4841,34434,05-09-2011,05-01-2011,Not Specified,16,32.35,Barbara Fisher,British Columbia,West,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow II™ Sheet Lifters
4842,34434,05-09-2011,05-01-2011,Not Specified,23,116.56,Barbara Fisher,British Columbia,West,Office Supplies,Labels,Avery White Multi-Purpose Labels
4885,34753,1/18/2010,01-01-2010,Not Specified,7,117.062,Barbara Fisher,British Columbia,West,Technology,Telephones and Communication,Accessory25
4970,35364,12-12-2009,12-01-2009,Critical,16,72.08,Lisa DeCherney,British Columbia,West,Office Supplies,Paper,Xerox 199
4971,35364,12-12-2009,12-01-2009,Critical,29,10338.93,Lisa DeCherney,British Columbia,West,Furniture,Tables,Bretford Rectangular Conference Table Tops
4972,35364,12-12-2009,12-01-2009,Critical,37,15897.01,Lisa DeCherney,British Columbia,West,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table
4973,35364,12-12-2009,12-01-2009,Critical,8,1265.293,Lisa DeCherney,British Columbia,West,Technology,Telephones and Communication,T28 WORLD
5019,35812,1/22/2010,01-01-2010,Critical,24,2722.85,Barbara Fisher,British Columbia,West,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs
5020,35812,1/22/2010,01-01-2010,Critical,2,59.93,Barbara Fisher,British Columbia,West,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface
5021,35812,1/22/2010,01-01-2010,Critical,19,851.52,Barbara Fisher,British Columbia,West,Office Supplies,Paper,Xerox 1938
5212,37063,12-09-2012,12-01-2012,Not Specified,50,919,Alex Avila,British Columbia,West,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock"
5238,37281,8/28/2009,08-01-2009,Medium,25,453.2455,Roy Skaria,British Columbia,West,Technology,Telephones and Communication,1726 Digital Answering Machine
5315,37798,11-04-2012,11-01-2012,High,23,6276.83,Angele Hood,British Columbia,West,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs
5347,38017,7/20/2010,07-01-2010,Low,26,122.51,Seth Vernon,British Columbia,West,Office Supplies,Paper,Rediform S.O.S. Phone Message Books
5348,38017,7/20/2010,07-01-2010,Low,27,2846.361,Seth Vernon,British Columbia,West,Technology,Telephones and Communication,StarTAC 3000
5380,38272,11/15/2011,11-01-2011,Critical,39,71.04,Sarah Foster,British Columbia,West,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders
5551,39301,3/22/2009,03-01-2009,Medium,16,2232.66,Kelly Williams,British Columbia,West,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard
5562,39367,08-06-2009,08-01-2009,Critical,45,177.88,Dennis Bolton,British Columbia,West,Office Supplies,Binders and Binder Accessories,"ACCOHIDE® 3-Ring Binder, Blue, 1"""
5563,39367,08-06-2009,08-01-2009,Critical,30,139.59,Dennis Bolton,British Columbia,West,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes
5596,39655,3/23/2012,03-01-2012,High,35,253.15,Roy Skaria,British Columbia,West,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack"
